gene,dis,rank,Ensembl
RP11-567M16.3,2.05E-10,12977,ENSG00000178412
TRIM22,2.04E-10,12978,ENSG00000132274
RNF122,2.03E-10,12979,ENSG00000133874
RCOR2,2.01E-10,12980,ENSG00000167771
TTC13,2.01E-10,12981,ENSG00000143643
CYFIP2,2.01E-10,12982,ENSG00000055163
DCAF5,2.00E-10,12983,ENSG00000139990
AQP11,2.00E-10,12984,ENSG00000178301
DFNA5,2.00E-10,12985,ENSG00000105928
PGPEP1L,1.99E-10,12986,ENSG00000183571
PER3,1.99E-10,12987,ENSG00000049246
ZNF275,1.98E-10,12988,ENSG00000063587
NPIPA1,1.98E-10,12989,ENSG00000183426
MAPK13,1.98E-10,12990,ENSG00000156711
AUTS2,1.96E-10,12991,ENSG00000158321
PHC1,1.95E-10,12992,ENSG00000111752
DCLK2,1.95E-10,12993,ENSG00000170390
HOXB3,1.93E-10,12994,ENSG00000120093
CDK11A,1.92E-10,12995,ENSG00000008128
ABTB2,1.90E-10,12996,ENSG00000166016
MOB3A,1.90E-10,12997,ENSG00000172081
ARMC7,1.87E-10,12998,ENSG00000125449
INSM1,1.86E-10,12999,ENSG00000173404
PNPLA4,1.85E-10,13000,ENSG00000006757
MS4A15,1.84E-10,13001,ENSG00000166961
GKAP1,1.83E-10,13002,ENSG00000165113
CHKB,1.83E-10,13003,ENSG00000100288
KIAA1328,1.83E-10,13004,ENSG00000150477
ARHGDIB,1.82E-10,13005,ENSG00000111348
SETBP1,1.82E-10,13006,ENSG00000152217
C11orf88,1.81E-10,13007,ENSG00000183644
GCSAM,1.81E-10,13008,ENSG00000174500
ZHX3,1.81E-10,13009,ENSG00000174306
SLC1A2,1.81E-10,13010,ENSG00000110436
CPT1C,1.81E-10,13011,ENSG00000169169
,1.81E-10,13012,ENSG00000167383
GPR1,1.80E-10,13013,ENSG00000183671
NPBWR1,1.80E-10,13014,ENSG00000183729
HIC1,1.80E-10,13015,ENSG00000177374
CNTN2,1.80E-10,13016,ENSG00000184144
C9orf84,1.80E-10,13017,ENSG00000165181
PRKCB,1.80E-10,13018,ENSG00000166501
ASCL2,1.79E-10,13019,ENSG00000183734
11-Mar,1.79E-10,13020,ENSG00000183654
NOG,1.78E-10,13021,ENSG00000183691
SLC35F3,1.78E-10,13022,ENSG00000183780
ZHX2,1.78E-10,13023,ENSG00000178764
ARG2,1.76E-10,13024,ENSG00000081181
AP4B1,1.76E-10,13025,ENSG00000134262
E2F8,1.71E-10,13026,ENSG00000129173
SYNC,1.70E-10,13027,ENSG00000162520
BAIAP3,1.70E-10,13028,ENSG00000007516
TCF19,1.69E-10,13029,ENSG00000137310
NPM2,1.67E-10,13030,ENSG00000158806
PCOLCE2,1.66E-10,13031,ENSG00000163710
TMEM39B,1.66E-10,13032,ENSG00000121775
TNS2,1.66E-10,13033,ENSG00000111077
IL11RA,1.65E-10,13034,ENSG00000137070
PTCHD1,1.65E-10,13035,ENSG00000165186
PREX1,1.65E-10,13036,ENSG00000124126
BARX1,1.65E-10,13037,ENSG00000131668
ZNF214,1.64E-10,13038,ENSG00000149050
TMEM27,1.64E-10,13039,ENSG00000147003
IGFBP6,1.64E-10,13040,ENSG00000167779
CASC2,1.64E-10,13041,ENSG00000177640
RAB37,1.64E-10,13042,ENSG00000172794
NPPB,1.64E-10,13043,ENSG00000120937
ZNF608,1.64E-10,13044,ENSG00000168916
FAM46C,1.63E-10,13045,ENSG00000183508
MAP9,1.63E-10,13046,ENSG00000164114
SCN5A,1.63E-10,13047,ENSG00000183873
GPR19,1.63E-10,13048,ENSG00000183150
NMRK1,1.63E-10,13049,ENSG00000106733
NINJ1,1.63E-10,13050,ENSG00000131669
FAM43B,1.63E-10,13051,ENSG00000183114
CALN1,1.63E-10,13052,ENSG00000183166
FAM9A,1.62E-10,13053,ENSG00000183304
TFDP3,1.62E-10,13054,ENSG00000183434
CTC-343N3.1,1.62E-10,13055,ENSG00000183562
CAMK1D,1.62E-10,13056,ENSG00000183049
ARHGEF37,1.62E-10,13057,ENSG00000183111
MEX3B,1.62E-10,13058,ENSG00000183496
LINC01547,1.61E-10,13059,ENSG00000183250
CTNNA3,1.61E-10,13060,ENSG00000183230
GDPGP1,1.61E-10,13061,ENSG00000183208
TSKU,1.61E-10,13062,ENSG00000182704
BRICD5,1.61E-10,13063,ENSG00000182685
CA8,1.61E-10,13064,ENSG00000178538
PCOLCE,1.61E-10,13065,ENSG00000106333
GPR132,1.61E-10,13066,ENSG00000183484
EPS8,1.60E-10,13067,ENSG00000151491
CCDC28B,1.60E-10,13068,ENSG00000160050
CSMD1,1.60E-10,13069,ENSG00000183117
PP2D1,1.60E-10,13070,ENSG00000183977
POGK,1.60E-10,13071,ENSG00000143157
TDRD12,1.59E-10,13072,ENSG00000173809
KIF26B,1.59E-10,13073,ENSG00000162849
RSPH10B,1.59E-10,13074,ENSG00000155026
CCDC148,1.59E-10,13075,ENSG00000153237
RMDN2,1.59E-10,13076,ENSG00000115841
RGS17,1.59E-10,13077,ENSG00000091844
COCH,1.59E-10,13078,ENSG00000100473
DLX4,1.59E-10,13079,ENSG00000108813
CDK5R2,1.58E-10,13080,ENSG00000171450
TRIM36,1.58E-10,13081,ENSG00000152503
ABLIM2,1.58E-10,13082,ENSG00000163995
TBX20,1.58E-10,13083,ENSG00000164532
LIPC,1.58E-10,13084,ENSG00000166035
BMP2K,1.57E-10,13085,ENSG00000138756
RWDD2A,1.57E-10,13086,ENSG00000013392
NAIF1,1.57E-10,13087,ENSG00000171169
CFAP74,1.57E-10,13088,ENSG00000142609
TMEM102,1.55E-10,13089,ENSG00000181284
REL,1.55E-10,13090,ENSG00000162924
BAIAP2L2,1.52E-10,13091,ENSG00000128298
ZNF596,1.49E-10,13092,ENSG00000172748
OCRL,1.49E-10,13093,ENSG00000122126
BAP1,1.48E-10,13094,ENSG00000163930
IL17RD,1.48E-10,13095,ENSG00000144730
GP5,1.48E-10,13096,ENSG00000178732
GAS8,1.47E-10,13097,ENSG00000141013
SELENBP1,1.47E-10,13098,ENSG00000143416
SEL1L3,1.47E-10,13099,ENSG00000091490
ZNF662,1.46E-10,13100,ENSG00000182983
RP11-268J15.5,1.46E-10,13101,ENSG00000116883
ASB3,1.46E-10,13102,ENSG00000115239
ZNF780B,1.46E-10,13103,ENSG00000128000
CSF1R,1.46E-10,13104,ENSG00000182578
OXCT1,1.46E-10,13105,ENSG00000083720
TSPAN10,1.46E-10,13106,ENSG00000182612
MYO7A,1.46E-10,13107,ENSG00000137474
ACTL10,1.45E-10,13108,ENSG00000182584
MAP3K20,1.45E-10,13109,ENSG00000091436
PAQR7,1.45E-10,13110,ENSG00000182749
SLC8A1,1.45E-10,13111,ENSG00000183023
CHST6,1.45E-10,13112,ENSG00000183196
RNASE10,1.45E-10,13113,ENSG00000182545
VMO1,1.44E-10,13114,ENSG00000182853
F2R,1.44E-10,13115,ENSG00000181104
C12orf60,1.44E-10,13116,ENSG00000182993
C1orf116,1.44E-10,13117,ENSG00000182795
CCDC87,1.44E-10,13118,ENSG00000182791
NEB,1.44E-10,13119,ENSG00000183091
HCAR2,1.44E-10,13120,ENSG00000182782
PPP3CC,1.44E-10,13121,ENSG00000120910
RGS7,1.44E-10,13122,ENSG00000182901
SPNS2,1.44E-10,13123,ENSG00000183018
HOXC13,1.44E-10,13124,ENSG00000123364
,1.44E-10,13125,ENSG00000182586
GALR2,1.43E-10,13126,ENSG00000182687
CCND2,1.43E-10,13127,ENSG00000118971
RGS6,1.43E-10,13128,ENSG00000182732
SPATA13,1.42E-10,13129,ENSG00000182957
AAED1,1.41E-10,13130,ENSG00000158122
PLEKHO1,1.39E-10,13131,ENSG00000023902
DLK2,1.39E-10,13132,ENSG00000171462
SCAF1,1.34E-10,13133,ENSG00000126461
RBKS,1.34E-10,13134,ENSG00000171174
SEMA6C,1.34E-10,13135,ENSG00000143434
CDR2L,1.34E-10,13136,ENSG00000109089
FAM178B,1.33E-10,13137,ENSG00000168754
TEPSIN,1.33E-10,13138,ENSG00000167302
ANO8,1.32E-10,13139,ENSG00000074855
SLC44A5,1.32E-10,13140,ENSG00000137968
SIK2,1.32E-10,13141,ENSG00000170145
ERVK3-1,1.32E-10,13142,ENSG00000142396
FGD1,1.32E-10,13143,ENSG00000102302
FERMT1,1.31E-10,13144,ENSG00000101311
TMEM19,1.31E-10,13145,ENSG00000139291
FLT4,1.30E-10,13146,ENSG00000037280
STRA6,1.30E-10,13147,ENSG00000137868
ARHGEF17,1.30E-10,13148,ENSG00000110237
KRTCAP2,1.29E-10,13149,ENSG00000163463
CHSY1,1.29E-10,13150,ENSG00000131873
RP11-111M22.2,1.29E-10,13151,ENSG00000179240
IL4R,1.29E-10,13152,ENSG00000077238
KIAA1109,1.29E-10,13153,ENSG00000138688
TEX19,1.28E-10,13154,ENSG00000182459
SPNS3,1.28E-10,13155,ENSG00000182557
XKRX,1.27E-10,13156,ENSG00000182489
CAPN12,1.27E-10,13157,ENSG00000182472
CLDN15,1.27E-10,13158,ENSG00000106404
PNMAL1,1.17E-10,13159,ENSG00000182013
TTC39A,1.17E-10,13160,ENSG00000085831
ADGRL3,1.16E-10,13161,ENSG00000150471
GYG2,1.16E-10,13162,ENSG00000056998
MAFA,1.15E-10,13163,ENSG00000182759
SH3PXD2B,1.15E-10,13164,ENSG00000174705
IQCG,1.14E-10,13165,ENSG00000114473
IGSF1,1.14E-10,13166,ENSG00000147255
OCA2,1.13E-10,13167,ENSG00000104044
CACNB4,1.13E-10,13168,ENSG00000182389
FAAH,1.12E-10,13169,ENSG00000117480
HARBI1,1.12E-10,13170,ENSG00000180423
ERP27,1.12E-10,13171,ENSG00000139055
NXPH4,1.11E-10,13172,ENSG00000182379
CABLES1,1.11E-10,13173,ENSG00000134508
OTX1,1.10E-10,13174,ENSG00000115507
C5orf34,1.08E-10,13175,ENSG00000172244
EBF4,1.03E-10,13176,ENSG00000088881
ABCC2,1.01E-10,13177,ENSG00000023839
,1.01E-10,13178,ENSG00000152726
SPTBN4,1.01E-10,13179,ENSG00000160460
CRIPAK,1.00E-10,13180,ENSG00000179979
FAM213B,9.93E-11,13181,ENSG00000157870
YAF2,9.80E-11,13182,ENSG00000015153
SPTBN5,9.69E-11,13183,ENSG00000137877
GSDMB,9.68E-11,13184,ENSG00000073605
GDAP1,9.63E-11,13185,ENSG00000104381
PSD4,9.60E-11,13186,ENSG00000125637
NADK2,9.49E-11,13187,ENSG00000152620
TRIM73,9.37E-11,13188,ENSG00000178809
CHST15,9.35E-11,13189,ENSG00000182022
MSR1,9.22E-11,13190,ENSG00000038945
OSR2,9.15E-11,13191,ENSG00000164920
COQ8B,9.10E-11,13192,ENSG00000123815
SULT2B1,8.51E-11,13193,ENSG00000088002
RARA,8.43E-11,13194,ENSG00000131759
WDR91,8.43E-11,13195,ENSG00000105875
SHROOM1,8.42E-11,13196,ENSG00000164403
GSTM4,8.31E-11,13197,ENSG00000168765
CAND2,8.31E-11,13198,ENSG00000144712
HHLA1,8.15E-11,13199,ENSG00000132297
AURKC,8.12E-11,13200,ENSG00000105146
MIER3,8.10E-11,13201,ENSG00000155545
NR4A2,8.06E-11,13202,ENSG00000153234
LIPT1,8.05E-11,13203,ENSG00000144182
C3orf67,8.05E-11,13204,ENSG00000163689
ZNF687,8.04E-11,13205,ENSG00000143373
MGRN1,8.04E-11,13206,ENSG00000102858
C2orf68,7.85E-11,13207,ENSG00000168887
KIAA0355,7.76E-11,13208,ENSG00000166398
GPM6B,7.75E-11,13209,ENSG00000046653
RB1,7.69E-11,13210,ENSG00000139687
BCO1,7.65E-11,13211,ENSG00000135697
MZF1,7.62E-11,13212,ENSG00000099326
BCL2L2,7.61E-11,13213,ENSG00000129473
KBTBD3,7.56E-11,13214,ENSG00000182359
LRRC8D,7.55E-11,13215,ENSG00000171492
DCAF4L1,7.51E-11,13216,ENSG00000182308
KDELC1,7.49E-11,13217,ENSG00000134901
KCNJ14,7.42E-11,13218,ENSG00000182324
C9orf72,6.59E-11,13219,ENSG00000147894
CD38,6.57E-11,13220,ENSG00000004468
TRPM1,6.55E-11,13221,ENSG00000134160
POLR3GL,6.53E-11,13222,ENSG00000121851
ETFBKMT,6.49E-11,13223,ENSG00000139160
TEX14,6.46E-11,13224,ENSG00000121101
PIPOX,6.45E-11,13225,ENSG00000179761
SLC30A4,6.42E-11,13226,ENSG00000104154
CRABP2,6.40E-11,13227,ENSG00000143320
MAGED1,6.39E-11,13228,ENSG00000179222
GBX2,6.35E-11,13229,ENSG00000168505
C3,6.34E-11,13230,ENSG00000125730
PRDM11,6.33E-11,13231,ENSG00000019485
HOXC11,6.32E-11,13232,ENSG00000123388
PLEKHG1,6.31E-11,13233,ENSG00000120278
SLC43A3,6.31E-11,13234,ENSG00000134802
B4GALNT1,6.28E-11,13235,ENSG00000135454
TNRC18,6.25E-11,13236,ENSG00000182095
ZNF570,6.23E-11,13237,ENSG00000171827
PARP12,6.19E-11,13238,ENSG00000059378
SMURF2,6.19E-11,13239,ENSG00000108854
ITLN2,6.16E-11,13240,ENSG00000158764
FUZ,6.15E-11,13241,ENSG00000010361
USP6,6.12E-11,13242,ENSG00000129204
PIGA,6.09E-11,13243,ENSG00000165195
TIAM2,6.06E-11,13244,ENSG00000146426
FAM173B,6.06E-11,13245,ENSG00000150756
ZNF716,6.05E-11,13246,ENSG00000182111
GLTPD2,6.05E-11,13247,ENSG00000182327
TAF1L,6.05E-11,13248,ENSG00000122728
OGFRP1,6.03E-11,13249,ENSG00000182057
TP53TG1,6.03E-11,13250,ENSG00000182165
OOSP2,6.00E-11,13251,ENSG00000149507
RAD51B,6.00E-11,13252,ENSG00000182185
SCLY,6.00E-11,13253,ENSG00000132330
NEUROG1,6.00E-11,13254,ENSG00000181965
TLL2,5.98E-11,13255,ENSG00000095587
ARL6IP4,5.97E-11,13256,ENSG00000182196
OBSL1,5.96E-11,13257,ENSG00000124006
ZAR1,5.95E-11,13258,ENSG00000182223
PIGM,5.95E-11,13259,ENSG00000143315
RP11-69E11.4,5.92E-11,13260,ENSG00000182109
PHACTR1,5.92E-11,13261,ENSG00000112137
SLC2A4,5.88E-11,13262,ENSG00000181856
SIX2,5.86E-11,13263,ENSG00000170577
DHRS12,5.85E-11,13264,ENSG00000102796
SYNM,5.84E-11,13265,ENSG00000182253
SGK3,5.83E-11,13266,ENSG00000104205
BRF2,5.81E-11,13267,ENSG00000104221
LINGO1,5.81E-11,13268,ENSG00000169783
SPATC1L,5.79E-11,13269,ENSG00000160284
HIRIP3,5.76E-11,13270,ENSG00000149929
,5.76E-11,13271,ENSG00000182108
ZNF329,5.72E-11,13272,ENSG00000181894
SLC25A42,5.69E-11,13273,ENSG00000181035
ACP2,5.69E-11,13274,ENSG00000134575
KBTBD4,4.61E-11,13275,ENSG00000123444
PRKACB,4.48E-11,13276,ENSG00000142875
TMEM136,4.47E-11,13277,ENSG00000181264
C5orf30,4.45E-11,13278,ENSG00000181751
ASPN,4.45E-11,13279,ENSG00000106819
GAD1,4.43E-11,13280,ENSG00000128683
ZNF45,4.42E-11,13281,ENSG00000124459
PHF21B,4.42E-11,13282,ENSG00000056487
PUS10,4.38E-11,13283,ENSG00000162927
ZNF19,4.37E-11,13284,ENSG00000157429
IRF6,4.36E-11,13285,ENSG00000117595
CHKA,4.35E-11,13286,ENSG00000110721
ACTL8,4.33E-11,13287,ENSG00000117148
MB21D1,4.33E-11,13288,ENSG00000164430
NRTN,4.31E-11,13289,ENSG00000171119
LONRF3,4.27E-11,13290,ENSG00000175556
TCTA,4.18E-11,13291,ENSG00000145022
TOM1L2,4.15E-11,13292,ENSG00000175662
CELF4,4.13E-11,13293,ENSG00000101489
LRRC4,4.13E-11,13294,ENSG00000128594
GALC,4.13E-11,13295,ENSG00000054983
LIMK1,4.11E-11,13296,ENSG00000106683
MYRIP,4.10E-11,13297,ENSG00000170011
LINC00471,4.06E-11,13298,ENSG00000181798
MRVI1,4.05E-11,13299,ENSG00000072952
TRIM49B,4.01E-11,13300,ENSG00000182053
FAM189B,3.99E-11,13301,ENSG00000160767
ADCY6,3.96E-11,13302,ENSG00000174233
WNT3,3.79E-11,13303,ENSG00000108379
MMAA,3.73E-11,13304,ENSG00000151611
TMTC2,3.68E-11,13305,ENSG00000179104
NKAIN1,3.31E-11,13306,ENSG00000084628
MBTPS2,3.23E-11,13307,ENSG00000012174
ANXA2R,3.05E-11,13308,ENSG00000177721
TVP23C,3.04E-11,13309,ENSG00000175106
ZNF467,3.03E-11,13310,ENSG00000181444
LINC01559,3.02E-11,13311,ENSG00000180861
AICDA,3.02E-11,13312,ENSG00000111732
,3.01E-11,13313,ENSG00000180081
TAS1R1,3.01E-11,13314,ENSG00000173662
STAP2,2.99E-11,13315,ENSG00000178078
RASGRF2,2.99E-11,13316,ENSG00000113319
NEIL1,2.98E-11,13317,ENSG00000140398
RASL11B,2.98E-11,13318,ENSG00000128045
PENK,2.97E-11,13319,ENSG00000181195
LRRC75B,2.96E-11,13320,ENSG00000178026
MEIOC,2.93E-11,13321,ENSG00000180336
TPRXL,2.93E-11,13322,ENSG00000180438
HIST1H2BJ,2.87E-11,13323,ENSG00000124635
ADAMTS1,2.82E-11,13324,ENSG00000154734
ITGB8,2.74E-11,13325,ENSG00000105855
TAB1,2.70E-11,13326,ENSG00000100324
FKBP14,2.69E-11,13327,ENSG00000106080
ZNF852,2.66E-11,13328,ENSG00000178917
SYT17,2.62E-11,13329,ENSG00000103528
RASGRF1,2.62E-11,13330,ENSG00000058335
FAM89B,2.61E-11,13331,ENSG00000176973
FAM210B,2.60E-11,13332,ENSG00000124098
LMX1B,2.58E-11,13333,ENSG00000136944
NLRP11,2.58E-11,13334,ENSG00000179873
GPR135,2.56E-11,13335,ENSG00000181619
PLAG1,2.54E-11,13336,ENSG00000181690
,2.53E-11,13337,ENSG00000176274
ALDH1A2,2.50E-11,13338,ENSG00000128918
DHDH,2.48E-11,13339,ENSG00000104808
ZFPM1,2.46E-11,13340,ENSG00000179588
NOMO3,2.39E-11,13341,ENSG00000103226
FADS1,2.34E-11,13342,ENSG00000149485
MSI2,2.18E-11,13343,ENSG00000153944
BDNF,2.16E-11,13344,ENSG00000176697
ARX,2.16E-11,13345,ENSG00000004848
CTD-2201E18.3,2.13E-11,13346,ENSG00000177738
FOXO3,2.07E-11,13347,ENSG00000118689
KSR1,2.00E-11,13348,ENSG00000141068
CDH4,2.00E-11,13349,ENSG00000179242
RHOD,1.91E-11,13350,ENSG00000173156
CPNE8,1.74E-11,13351,ENSG00000139117
OPLAH,1.70E-11,13352,ENSG00000178814
GREM2,1.70E-11,13353,ENSG00000180875
LRRIQ3,1.70E-11,13354,ENSG00000162620
KRCC1,1.64E-11,13355,ENSG00000172086
C8orf31,1.60E-11,13356,ENSG00000177335
CAMK4,1.60E-11,13357,ENSG00000152495
AC073072.5,1.59E-11,13358,ENSG00000179428
IL20RB,1.58E-11,13359,ENSG00000174564
TMEM263,1.56E-11,13360,ENSG00000151135
ING4,1.56E-11,13361,ENSG00000111653
CTBS,1.55E-11,13362,ENSG00000117151
MCF2L,1.54E-11,13363,ENSG00000126217
UPRT,1.52E-11,13364,ENSG00000094841
ARHGAP27,1.52E-11,13365,ENSG00000159314
TGFBI,1.51E-11,13366,ENSG00000120708
ZNF417,1.50E-11,13367,ENSG00000173480
PHKA2,1.48E-11,13368,ENSG00000044446
PSPN,1.44E-11,13369,ENSG00000125650
GAS1,1.40E-11,13370,ENSG00000180447
LRFN1,1.39E-11,13371,ENSG00000128011
ZNF524,1.39E-11,13372,ENSG00000171443
VAV3,1.38E-11,13373,ENSG00000134215
DUSP22,1.38E-11,13374,ENSG00000112679
PIGB,1.37E-11,13375,ENSG00000069943
AP3B2,1.37E-11,13376,ENSG00000103723
RGPD3,1.37E-11,13377,ENSG00000153165
ARL2BP,1.36E-11,13378,ENSG00000102931
NUMBL,1.36E-11,13379,ENSG00000105245
RGPD8,1.35E-11,13380,ENSG00000169629
DISP2,1.35E-11,13381,ENSG00000140323
NPAS1,1.35E-11,13382,ENSG00000130751
CMTM8,1.34E-11,13383,ENSG00000170293
ZNF14,1.34E-11,13384,ENSG00000105708
ST20,1.34E-11,13385,ENSG00000180953
ZNF322,1.33E-11,13386,ENSG00000181315
TMEM86B,1.33E-11,13387,ENSG00000180089
ADAMTS6,1.33E-11,13388,ENSG00000049192
TMEM107,1.33E-11,13389,ENSG00000179029
ADCY3,1.33E-11,13390,ENSG00000138031
C21orf58,1.32E-11,13391,ENSG00000160298
RNF113B,1.32E-11,13392,ENSG00000139797
SH3BP1,1.31E-11,13393,ENSG00000100092
CHN1,1.31E-11,13394,ENSG00000128656
SIRT4,1.31E-11,13395,ENSG00000089163
PAGE1,1.31E-11,13396,ENSG00000068985
BEX2,1.31E-11,13397,ENSG00000133134
POU6F2,1.31E-11,13398,ENSG00000106536
TMEM67,1.31E-11,13399,ENSG00000164953
PTCH2,1.31E-11,13400,ENSG00000117425
GALNT12,1.30E-11,13401,ENSG00000119514
TPRX1,1.30E-11,13402,ENSG00000178928
PEX12,1.30E-11,13403,ENSG00000108733
CLK4,1.30E-11,13404,ENSG00000113240
UEVLD,1.30E-11,13405,ENSG00000151116
RELT,1.30E-11,13406,ENSG00000054967
CUEDC1,1.30E-11,13407,ENSG00000180891
FKRP,1.30E-11,13408,ENSG00000181027
MAP3K15,1.29E-11,13409,ENSG00000180815
SIDT2,1.29E-11,13410,ENSG00000149577
SMIM14,1.28E-11,13411,ENSG00000163683
PLIN1,1.28E-11,13412,ENSG00000166819
VCX3A,1.28E-11,13413,ENSG00000169059
TTLL9,1.28E-11,13414,ENSG00000131044
EPHB2,1.28E-11,13415,ENSG00000133216
WDFY3-AS2,1.28E-11,13416,ENSG00000180769
EEF1AKMT1,1.28E-11,13417,ENSG00000150456
FLJ37453,1.28E-11,13418,ENSG00000179743
TMEM44,1.28E-11,13419,ENSG00000145014
S1PR5,1.28E-11,13420,ENSG00000180739
MST1,1.28E-11,13421,ENSG00000173531
SDR16C5,1.27E-11,13422,ENSG00000170786
ZSCAN18,1.27E-11,13423,ENSG00000121413
HEY2,1.27E-11,13424,ENSG00000135547
TSC22D4,1.27E-11,13425,ENSG00000166925
SV2C,1.27E-11,13426,ENSG00000122012
LRRC75A,1.27E-11,13427,ENSG00000181350
RBM44,1.27E-11,13428,ENSG00000177483
CABYR,1.26E-11,13429,ENSG00000154040
FZD2,1.26E-11,13430,ENSG00000180340
C11orf71,1.26E-11,13431,ENSG00000180425
SLC38A6,1.26E-11,13432,ENSG00000139974
TMEM14A,1.26E-11,13433,ENSG00000096092
BHLHE22,1.26E-11,13434,ENSG00000180828
FAM120B,1.25E-11,13435,ENSG00000112584
ZNF35,1.25E-11,13436,ENSG00000169981
TTC6,1.25E-11,13437,ENSG00000139865
C12orf40,1.25E-11,13438,ENSG00000180116
ZFP3,1.25E-11,13439,ENSG00000180787
DDC,1.24E-11,13440,ENSG00000132437
DOC2A,1.24E-11,13441,ENSG00000149927
FAM133A,1.24E-11,13442,ENSG00000179083
SMO,1.24E-11,13443,ENSG00000128602
GAL3ST3,1.24E-11,13444,ENSG00000175229
ZNF354B,1.24E-11,13445,ENSG00000178338
LSMEM1,1.24E-11,13446,ENSG00000181016
DEFB119,1.23E-11,13447,ENSG00000180483
SPATA7,1.23E-11,13448,ENSG00000042317
MAPK15,1.23E-11,13449,ENSG00000181085
C4orf36,1.23E-11,13450,ENSG00000163633
MAP6D1,1.23E-11,13451,ENSG00000180834
1-Sep,1.22E-11,13452,ENSG00000180096
,1.22E-11,13453,ENSG00000179673
MEGF9,1.22E-11,13454,ENSG00000106780
NINJ2,1.22E-11,13455,ENSG00000171840
LBX2,1.21E-11,13456,ENSG00000179528
ZNF792,1.21E-11,13457,ENSG00000180884
LINC00174,1.21E-11,13458,ENSG00000179406
HOXC10,1.20E-11,13459,ENSG00000180818
NRIP1,1.20E-11,13460,ENSG00000180530
BBS12,1.20E-11,13461,ENSG00000181004
C14orf28,1.19E-11,13462,ENSG00000179476
ARRB2,1.19E-11,13463,ENSG00000141480
LGALS7B,1.19E-11,13464,ENSG00000178934
TIGD2,1.18E-11,13465,ENSG00000180346
PER1,1.17E-11,13466,ENSG00000179094
TPRG1L,1.17E-11,13467,ENSG00000158109
LSMEM2,1.16E-11,13468,ENSG00000179564
C1orf101,1.15E-11,13469,ENSG00000179397
WDR97,1.14E-11,13470,ENSG00000179698
NT5DC2,1.13E-11,13471,ENSG00000168268
ATF7,1.12E-11,13472,ENSG00000170653
FAM151B,1.12E-11,13473,ENSG00000152380
PLEKHA3,1.11E-11,13474,ENSG00000116095
LYPD6B,1.10E-11,13475,ENSG00000150556
DBP,1.10E-11,13476,ENSG00000105516
HCN3,1.09E-11,13477,ENSG00000143630
IQCC,1.07E-11,13478,ENSG00000160051
ZNF582,1.04E-11,13479,ENSG00000018869
PLD6,1.03E-11,13480,ENSG00000179598
BPGM,1.03E-11,13481,ENSG00000172331
KIAA0391,1.02E-11,13482,ENSG00000100890
SIX5,1.02E-11,13483,ENSG00000177045
WIZ,9.85E-12,13484,ENSG00000011451
ZADH2,9.79E-12,13485,ENSG00000180011
C19orf44,9.77E-12,13486,ENSG00000105072
ZNF784,9.76E-12,13487,ENSG00000179922
RHBDD1,9.64E-12,13488,ENSG00000144468
PCED1A,9.56E-12,13489,ENSG00000132635
SPRYD3,9.55E-12,13490,ENSG00000167778
RTN2,9.51E-12,13491,ENSG00000125744
ATXN7L2,9.50E-12,13492,ENSG00000162650
ADGRD1,9.47E-12,13493,ENSG00000111452
KRBA1,9.33E-12,13494,ENSG00000133619
ZNF154,9.25E-12,13495,ENSG00000179909
ZNF117,9.21E-12,13496,ENSG00000152926
ACTR1B,9.07E-12,13497,ENSG00000115073
SLC9A3R2,9.07E-12,13498,ENSG00000065054
TAPT1,9.02E-12,13499,ENSG00000169762
ACBD4,8.95E-12,13500,ENSG00000181513
BEND7,8.91E-12,13501,ENSG00000165626
CTD-2368P22.1,8.90E-12,13502,ENSG00000176593
,8.85E-12,13503,ENSG00000178922
SHISA2,8.85E-12,13504,ENSG00000180730
FIZ1,8.84E-12,13505,ENSG00000179943
PGGT1B,8.74E-12,13506,ENSG00000164219
TMEM187,8.64E-12,13507,ENSG00000177854
NBEA,8.62E-12,13508,ENSG00000172915
ATAT1,8.60E-12,13509,ENSG00000137343
DTX2,8.57E-12,13510,ENSG00000091073
TLX3,8.45E-12,13511,ENSG00000164438
MB21D2,8.44E-12,13512,ENSG00000180611
AKAP5,8.43E-12,13513,ENSG00000179841
ALX1,8.34E-12,13514,ENSG00000180318
IL17RC,8.22E-12,13515,ENSG00000163702
FAM117B,8.07E-12,13516,ENSG00000138439
GATAD2B,7.82E-12,13517,ENSG00000143614
ADAMTS13,6.91E-12,13518,ENSG00000160323
MAPK8IP1,6.82E-12,13519,ENSG00000121653
PON2,0,13520,ENSG00000105854
INSL6,0,13521,ENSG00000120210
ADAP1,0,13522,ENSG00000105963
TMCC1,0,13523,ENSG00000172765
CAV2,0,13524,ENSG00000105971
MS4A12,0,13525,ENSG00000071203
WDR78,0,13526,ENSG00000152763
HDAC11,0,13527,ENSG00000163517
IFIT5,0,13528,ENSG00000152778
KCNAB1,0,13529,ENSG00000169282
ADORA1,0,13530,ENSG00000163485
LMNTD1,0,13531,ENSG00000152936
SHE,0,13532,ENSG00000169291
ARR3,0,13533,ENSG00000120500
TTC26,0,13534,ENSG00000105948
CLGN,0,13535,ENSG00000153132
CRYBA2,0,13536,ENSG00000163499
STEAP1B,0,13537,ENSG00000105889
CHRD,0,13538,ENSG00000090539
TMEM117,0,13539,ENSG00000139173
MPP4,0,13540,ENSG00000082126
ADAMTS9,0,13541,ENSG00000163638
